Wallet, Value
0x5eb0cee77a73f8c7f7a89bffe7f79570882539f3, 18.76614085473964602483278017287211
0x3929ef56747528b8144771a476414b2cbb686c4a, 18.76614085473964602483278017287211
0x7d9f4ff3f523ab4f00aeda3172a3b14e4b40069e, 18.76614085473964602483278017287211
0x057705d7e69dd924dc277f89f758fe437b932ac4, 18.76495085545513972738008092603325
0xcb797ad570721909376295abb437bafde43612aa, 18.76614085473964602483278017287211
0x21f4730933c104264bef0a9f9c124d6f292c4f98, 18.76495085545513972738008092603325
0x56466e24efea0e2fbbf5b7f351ea62e422b4f614, 18.76495085545513972738008092603325
0xb58acf97ee3cbd53deb7aa7559b2e03e0abf40c3, 18.76495085545513972738008092603325
0xa79da3bc445d7880459d59ec112994c503e021cc, 18.76495085545513972738008092603325
0x17f70e1eb60f902eae529999637e926104a5da25, 14.07371314159135479553506069452494
0x624c1f98b74ea9d9637b239d138219ab947a817c, 26.11058615858911327880427061547447
0xe6ab664b12b11429aff6918a1333ca7987a2c271, 28.14742628318270959107012138904988
0xaaef473da6a5aed76b3782edc04a8ea9b02a87f6, 28.15146750224126798927109778650568
0x23ac9053c91a359d941eea5e700149ef7e1d9fed, 26.82171656379876685100539955562545
0xa3366e2ad9782a371a29a7c9f3a0055511f24485, 34.50139683626517937307531568368243
0xe930cc92c86e15fd11c042654279fa4012e716c1, 36.45076330125773108646247649626933
0x35cb1d9e4265de9020cfcb4123a63ac871821b3f, 23.45618856931892465922510115754156
0x4ac81214e5c051319ca5f0d6576e59d16d7e66c6, 37.32606466963958672514980786681639
0x55922a61c7945a38a9aa457386c17f3280fb95cd, 40.75488230870361248494395309421412
0xa85d8af4657030bf413ee24feda8c41bb64a1a5e, 37.32606466963958672514980786681639
0x7b721265b40ea7272a4cef1180fbfe1fd1f19d8a, 46.46302639751253231556258130367385
0xdd4aced98c52f3a880c45a87d1c91389a1c0282f, 46.46302639751253231556258130367385
0xe63becaae73f77c4fe96ebec16f97ea2046d3eb3, 51.23693593849218760997468207347163
0xea36d5cfb3d6628f7356f514bd7417cddad95c98, 46.46302639751253231556258130367385
0x4a925ed5229adaf8d4071968439a860821caa237, 37.32606466963958672514980786681639
0x40a4815e5c27c4cbadda1488a174bba962cb7157, 56.29500647079326447098250968403124
0xd05fc6c9d27036d1c7bfa7cc0b65d982c3dda1de, 46.9125053923277203924854247366927
0xa8543adfb3850b4bd16a1fe741a5344772a35375, 56.29500647079326447098250968403124
0x8def83bd73c61dcde74a2c1ced942118d6be3166, 46.9125053923277203924854247366927
0xe3c4906df85229dba49c0642753c54e8b98a7476, 94.83188794997842306148640826774691
0xa6510c7d70a4613fa2230d1318692beff574cf73, 176.846920043973572694331147394057
0xb48adf59b897cad971d92264e20dd2efab97d2fe, 94.80440388430604419490500592545478
0x5ca93b3170bd879148bb668b826cf63395f9b6bd, 161.5468560617822355379465108600469
0xa6706f46a677506b618d967f191e9319c2754c4c, 56.552520488453112518265881488964
0x494b934c59babf115d50bdd682b770a3ec972803, 215.2949510474438524260437922622493
0xb9c554f508dc232ff54e07b81cbae3b9a3bd80b7, 66.05114432536779338272840361506475
0xa6706f46a677506b618d967f191e9319c2754c4c, 56.54438507444387343574778422956434
0x22d45ed1f8359f2eb209329048a1196f5c623356, 56.54840381196718032668568239105012
0xebe336529eaed72f51780e2016d9b903d910b8a9, 94.60065343741031349045039330718194
0xf34111e7484e1c2ba93f90beaff8fdee0d819fee, 94.58304418545912129856599475915153
0x3be7c932a5ebfc72860f83f4fcbe1a47173eb39b, 94.51937753594348477953481943678445
0x582ad0795e4bda3e4d394cae5f1e12bf648e6ea0, 285.7636664496388592543515847271032
0x14089b628905916359b975a4db20767a22ec992f, 151.9952023880034434546025346752794
0x8453df599de6c19074a31c289324b7d6dbc7f286, 113.5703290635469620895386533723823
0x4a925ed5229adaf8d4071968439a860821caa237, 94.44101105727989976499031803758211
0xc320e4aaa6aea16ba668252dad3df53e85743901, 202.0161654677539299479885009427021
0xefe2412a48f95fd4d2262eeb9cf962b0e6f3bdf7, 37.58726217691649113373357168651029
0xda2daf48e39d3027e044810d550e85e170856af0, 190.0588892196707089026572524754036
0x4a925ed5229adaf8d4071968439a860821caa237, 385.0542143187699658173985419246281
0x827191aab22608a11dd2c9d810f0495be3eec6dc, 94.33792955092355531634093790873787
0x2a03da66bc3ea87d5dfdf829fe5a2494fb01f9cd, 617.8788554756479155073841649469488
0x114766dbd83dde7e8af96e1f76289535f6285773, 731.7862425555055302330942607276138
0xf17972c7694ba3f59baa027e63aa4999bb560011, 189.4031255303288267821409019820994
0x99749f51e759c272abc76fee393a3f92230db217, 94.48394689354563590600336892756871
0x40a4815e5c27c4cbadda1488a174bba962cb7157, 113.0273156592713648443541722742685
0xc320e4aaa6aea16ba668252dad3df53e85743901, 99.84334026894771154835729601462646
0xa8543adfb3850b4bd16a1fe741a5344772a35375, 113.0207695116772372678568409739741
0x22efe2eb901dbcf90a44f8c89de44e0ac923742e, 151.7855076171089308574446223580123
0x670110dbefa12c87fc92d5ca79d95e3655dce95e, 94.40352570462059682066130075311616
0x56a6d90d213a1808caa3ca94f9994ae1ac204931, 151.4768793595214512237919594492745
0x94f0cb45193ba6354cc47b91e97878132d31e576, 189.9769375005101840116068645583924
0x681754e4eb512513d273531e1f69f2aec338629a, 773.7505094780422364724753118666147
0x624c1f98b74ea9d9637b239d138219ab947a817c, 94.34428442899001086546683900127595
0xf17972c7694ba3f59baa027e63aa4999bb560011, 189.9058872847406080172732387220611
0x2a03da66bc3ea87d5dfdf829fe5a2494fb01f9cd, 683.6138534676683115936343481010762
0xea952db8f918ff73e11a41529d6a58e1fc87b915, 286.46083784789344465386749914239
0x0a7687a0781ce788110fba56bf51f445b5f1e349, 56.42789087705166011615569069520045
0xeb52c7d6855f0f7264a5d21513058311fba6db7c, 482.8899751641473112788529972727662
0xda2daf48e39d3027e044810d550e85e170856af0, 189.5623668750589579065855286264827
0x177f7d255551472908b519b91f4a6a016e5097f2, 189.4743997533385727663382251906489
0x460aab75b5b4e08ca61bd9fe568f762a49b36f71, 189.3474594873700887828089158497482
0xf4938db052fdfeb47412352dbb32e51b8c4a4e61, 382.222796606130719303440438273465
0x8453df599de6c19074a31c289324b7d6dbc7f286, 189.3538275537126226876449464961721
0x177f7d255551472908b519b91f4a6a016e5097f2, 189.3140040898367367559417455567102
0xffaf20396624b9b7879dabb08ad95e596c6602b5, 983.0045263312877206788474551554209
0x653b4734249dfc903df888971a195a1097aaa55c, 94.12642102871478422483794577886101
0x9adea960e2e41725fff6f0951c790bd6257dfb68, 188.827597931855560409400511227399
0xfaabd808426345f53859398b4d5bd85f6f09ecbc, 75.24682826373186134751020938173465
0x040390f7ea157a1e5486db9b6a829164562582f3, 94.14686104181891638669951870193009
0xdc4422f173c6fa02893116fcd11620a143cf416b, 189.0610856870149644311021406928381
0xdc4422f173c6fa02893116fcd11620a143cf416b, 189.3842608820354193715937074788514
0xea952db8f918ff73e11a41529d6a58e1fc87b915, 189.3161652247902942547496667326423
0x653b4734249dfc903df888971a195a1097aaa55c, 94.16425302556759014000165612749194
0xf89f0ff650bf2ba827020bd1bcc57baa72bf99e9, 381.9208684916486020592939672566127
0x177f7d255551472908b519b91f4a6a016e5097f2, 189.2138221699834352670492822669346
0x49b4fba36e90e8f534bd7a00402f522465857182, 150.902119842765638337436398350431
0xefe2412a48f95fd4d2262eeb9cf962b0e6f3bdf7, 189.1100990196336774054203101497616
0x726a599a5f3eec1af3d5a147189d0baf094d97b3, 37.54868987259706575543659873762092
0xf6f530dc0dc48270dbc4ef59e8d3c90361f92d2c, 46.94314803061912393163102148942875
0x726a599a5f3eec1af3d5a147189d0baf094d97b3, 675.659530322289052692167287835546
0x00bc03c6e3a727a7dac3f62e80790891394d4832, 18.75978041748535082791925470537973
0x5dc596cbc73f4e27688cbb88dcd112cd9c2652f6, 189.2587792141931451087664928510392
0xbcde2b6ca013221a03b0a4e5ce77b9bfaac7bbe1, 37.55554231265476658440990445631928
0xa7702a59e479bf6ef7b26d1b31d1835b1b0ab996, 188.7143383063643313334034520390623
0xed8ea1e1a39b9344bbada08a53dc34009798104d, 94.07572377374605231679180952973599
0xbf3f250901b3361936ba51ef286d3f30c3695372, 284.8808331275774528483341902874543
0x33b279a7b0a21258ac210d126bcbc168facefa00, 381.3360704449122002558420867011119
0xf89f0ff650bf2ba827020bd1bcc57baa72bf99e9, 188.9880372071784564700388557381483
0xc2209bb854ebd4463d96c71a63820cb8cc8d02b1, 672.0456883257122932794366019584375
0x724f0da6fb8a406351de24eecb6c9d746e3b8f6a, 150.8974021375646738423271008173921
0xfcb81aef4a217a18761a59c57ec026ef474b8293, 18.75713712658414171543165331348034
0x040390f7ea157a1e5486db9b6a829164562582f3, 574.6839320772223381596425867475157
0x0de21fcffd47fef6fd82a0308bf3c69c3536cda8, 188.7463602199344657829251518536351
0x3be7c932a5ebfc72860f83f4fcbe1a47173eb39b, 970.8549012342527934410632985800612
0x4632105acee0f4e11a1c5672da9c839dfd5857c9, 150.7384629893893577591559717123525
0xb36620758a6dadf7e29a622de002f02416b23d2c, 283.9426317066897457404878416401223
0x6cd53f3922e41f74d5ef91b66d4c6df2445f098e, 75.1563533062046299705023944933828
0x3cdf8c561617368abc3acf1a5dd137604f466946, 9.373785779268077830868807993050934
0xb36620758a6dadf7e29a622de002f02416b23d2c, 94.05482995716006675579968035151254
0x9ac1a390c3b438e68c4d4a76a745b7585b8886db, 380.3941533800022443973649067406237
0x7778a625d85a5d2a93702e2a89a5bf4be5f15fc8, 65.76288215782408389067959837885918
0x460aab75b5b4e08ca61bd9fe568f762a49b36f71, 188.8189659086237246767786547134345
0xfd47972b9cea63bc75d4dc59ff23396dbc3c99c5, 188.8527623333188511993837980834374
0x592c57cbb8c30be313e469fde515f059123056e2, 188.7965193684842251426126513857697
0x8a1bfc63519bd53ae1a1cc1bcb706aed7afcbe5e, 94.08860120710566879353463982839365
0xb637d25a51371f1f977735d692fb9a608646c12a, 284.9262675301667017526691977960475
0x8453df599de6c19074a31c289324b7d6dbc7f286, 150.9319441435490433357565481714611
0xbf3f250901b3361936ba51ef286d3f30c3695372, 189.0637343056302831442497226543408
0x33b279a7b0a21258ac210d126bcbc168facefa00, 577.3186788053859267903878308085852
0x8453df599de6c19074a31c289324b7d6dbc7f286, 113.0230102873106562465870318112235
0xb336fbe46e7ba2aca408057084f0159a1e4edf16, 778.1624846318941508667312507774569
0x2f1b17e4f61cb049a39d8f6cdcd33e811a38e14b, 94.08062029956673016767354372914253
0x177f7d255551472908b519b91f4a6a016e5097f2, 381.1846594683407093407517805507012
0x5dc596cbc73f4e27688cbb88dcd112cd9c2652f6, 381.5168676249920957582811476139171
0xc4dcbed2dbb6fdbfd9c65f3fe1e84800fa22d294, 94.09808568739806909445001815772365
0xebceb78db932dcd5fe463f472d87b1ccada42f15, 188.9579220184368512146128904796233
0x6b75d8af000000e20b7a7ddf000ba900b4009a80, 332.8242926934014014755474737485976
0x177f7d255551472908b519b91f4a6a016e5097f2, 189.2273105592366437411021049133787
0x653b4734249dfc903df888971a195a1097aaa55c, 382.5191690024787830323300053676777
0x56a6d90d213a1808caa3ca94f9994ae1ac204931, 189.2513030125667437620481489739172
0x33b279a7b0a21258ac210d126bcbc168facefa00, 579.1283265277694281431855242142429
0x5dc596cbc73f4e27688cbb88dcd112cd9c2652f6, 189.2228834694759374009159195924401
0xffaf20396624b9b7879dabb08ad95e596c6602b5, 189.1211726804621125396210633186316
0x501caa83c2e29acecb476fb47f679b8b67148d25, 94.09570096422908561459744079403101
0xe93cd1032ecd29f2e0530f7fc9ed2c699c21da45, 37.48219478318762653022085120095516
0x6dea4b6f4be8573d71d8613f2fd4f4df43e83699, 46.86048700542415866007014048260475
0xd0bf66b0c0a03f6357107bad5d2700637f1eb3cf, 189.1129882705692079356396414119444
0xc320e4aaa6aea16ba668252dad3df53e85743901, 99.86740521570273298569028591066777
0x6dea4b6f4be8573d71d8613f2fd4f4df43e83699, 41.28895628213402197401723087721705
0x4e769bfff6e3299542d1e6c6935186eb379542db, 980.7924931825920730534679484079946
0x794b43550c4af0c60e65d175862d3d675b474e79, 94.03021092499540449145594858293585
0x7a586967e512b04d956a42afd7685597ac3e0da9, 188.8484413761125878022018086352929
0x94f0cb45193ba6354cc47b91e97878132d31e576, 381.6048786605686529549882075955952
0x3473c2b4f9a5f529c61bf6fed803e98b5cdd91f8, 577.1154583928165264144772215842291
0x0a7687a0781ce788110fba56bf51f445b5f1e349, 188.8161244824063563161469322990292
0xd6c0f0fcabe6adcf2eae436dad032dba70087fed, 379.890561056939833475975871466884
0x9b416ac7fb83c3fadc729665bb5860b63973d891, 37.50946259496739051869380485474083
0xafbbcaf29d32d6d9fbd2db313439a0a3840e29db, 188.5818687777921268335500671511545
0xc96758aa9f48805733f3a593c2a7bdcf1d0dffd9, 56.35151287204209538004814949464754
0x8453df599de6c19074a31c289324b7d6dbc7f286, 189.1097757211648375941050362238036
0xee81abdc0a53c9052ccca45a99b54b1701d43559, 189.0559023187406315067445619410923
0xfcb81aef4a217a18761a59c57ec026ef474b8293, 46.93796409533515079447437363168564
0x7588a6cd8d70ecf35a005ae6334c2de1e967b6d6, 56.35079177092522748783270553773459
0xfdf28d426cbb88b7cfd3a8aee19ff993e186fe31, 189.0879652935366054265603624346636
0xb336fbe46e7ba2aca408057084f0159a1e4edf16, 94.09617666080556840727844805219931
0x8ace7f5707585cf4c45c60199fdebd8751371946, 141.4411013145281334908652367916589
0x33b279a7b0a21258ac210d126bcbc168facefa00, 576.393727424077827086186910242054
0x87a38850d65b7235c20b3427d45ad86472000000, 380.760477433026889740423159345757
0x50e0954f5d6ceab320bfb84158ebec9d17703325, 141.3338609676961675534358007795111
0xd874b73a49787a43d817bf942c0c8b5052b2ae0a, 94.03414460668507363861790059217513
0xcb43a925b403caa96e691f71c41c88ce8c2fdf97, 188.7849687033212736772734702391778
0xd47c526880dd1ff0bce6c74522a86d8a51ac0f9e, 131.8364280506410494115798568918974
0x0b2c7472f67dec15695e64e0d9f2aea09a77dda6, 284.1935039424710760534639430140999
0xded312cffb3f6cf0d0f137340f6ddf7ee699e96d, 971.2043904375638110760793239515769
0x830cb954df847c837e9d124f854d099dd116917a, 75.16704765969496080819230483191367
0xded312cffb3f6cf0d0f137340f6ddf7ee699e96d, 971.8848136698317671165341690918458
0x7c48942a9abb5b0a7c8b58ba6bb42d2bd83e939c, 94.0028432219439612911386018820438
0xf59c15814f3b5fa3f4c8624757847bc1f18cb2fe, 94.00050267953152414580086473026107
0x040390f7ea157a1e5486db9b6a829164562582f3, 93.99819490565114612936500173740607
0x1a5558559f73426a5ea054d4106d01f890adeae8, 188.6517859497599465523216440299447
0x7ca9ada98794bb6a8d85632bd7cc0df0289661c4, 93.98220272667827569328769588715337
0xfdf28d426cbb88b7cfd3a8aee19ff993e186fe31, 188.5870619283387153200226416190226
0xf54b36bddf983474bbaee92d55d7b4d9ecf2905f, 94.00706370333438605429978292077487
0x794b43550c4af0c60e65d175862d3d675b474e79, 155.6058426709396933953539242098784
0xc7cceaff4c3199ff41126832630fda81d377018b, 94.02111153214497273578608653115187
